ref,manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin,cocoa_percent,number_of_ingredients,ingredients,rating,characteristics,Characteristics 2,Characteristics 3,,
1856,Sirene,Canada,2016,Tanzania,Kokoa Kamili Coop,0.73,2," B,S",3.5,basic cocoa, gateway,,,
1788,Sirene,Canada,2016,Bolivia,Wild Bolivia,0.73,2," B,S",3.5,sticky, raisins, fudgey,,
2286,Palette de Bine,Canada,2019,Peru,"Maranon, batch 28",0.7,2," B,S",3.5,intense spicy, floral,,,
1992,Palette de Bine,Canada,2017,Haiti,Pisa,0.7,2," B,S",3.5,sticky, bold, nutty, fig,
1574,Palette de Bine,Canada,2015,Tanzania,Kokoa Kamili,0.72,2," B,S",3.5,rich cocoa, dried fruit,,,
1399,Palette de Bine,Canada,2014,Blend,Duo- Gran Couva & Camino Verde,0.75,2," B,S",3.5,intense floral, slight woody,,,
1812,Monarque,Canada,2016,Dominican Republic,Oko Caribe,0.72,2," B,S",3.5,earthy, spicy, cocoa,,
1626,Mission,Brazil,2015,Brazil,"Bahia, Fazenda Venturosa",0.7,2," B,S",3.5,coarse, smokey, citrus,,
1880,Zart Pralinen,Austria,2016,Trinidad,"San Juan Estate, Gran Couva",0.78,2," B,S",3.5,tobacco, over roasted,,,
1474,Bahen & Co.,Australia,2015,Papua New Guinea,Papua New Guinea,0.7,2," B,S",3.5,smoke, ham, papaya,,
1185,C-Amaro,Italy,2013,Ecuador,Ecuador,1,1, B,3.5,fatty, controlled bitter, fruit,,
1662,El Rey,Venezuela,2015,Venezuela,San Joaquin,0.7,5," B,S,C,V,L",3.75,spicy, caramel, vanilla,,
781,Scharffen Berger,U.S.A.,2011,Papua New Guinea,Markham Valley,0.68,5," B,S,C,V,L",3.75,cherry,wine,rich,smoke,
464,Scharffen Berger,U.S.A.,2010,Madagascar,Amina,0.65,5," B,S,C,V,L",3.75,clingy,subtle, tangy, citrus,
445,Scharffen Berger,U.S.A.,2009,Vietnam,Ben Tre,0.72,5," B,S,C,V,L",3.75,creamy, grassy, banana, tart,
336,Scharffen Berger,U.S.A.,2009,Brazil,Tome Acu,0.68,5," B,S,C,V,L",3.75,smooth, tart, earthy,,
135,Scharffen Berger,U.S.A.,2007,Venezuela,Cuyagua,0.75,5," B,S,C,V,L",3.75,complex, strawberry, tart,,
927,L.A. Burdick (Felchlin),U.S.A.,2012,Venezuela,Chuao,0.68,5," B,S,C,V,L",3.75,berry, rich cocoa dominates,,,
682,L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,Quito,0.74,5," B,S,C,V,L",3.75,spicy, roasty, coffee,,
576,L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,Dominican Republic,0.74,5," B,S,C,V,L",3.75,simple, rich hot cocoa,,,
1602,Guittard,U.S.A.,2015,Blend,"Epique, Blend No. 49",0.7,5," B,S,C,V,L",3.75,nutty, black licorice,,,
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,0.7,5," B,S,C,V,L",3.75,sandy, woody, peanut butter,,
2234,Palet D'Or,Japan,2018,Cuba,Cuba,0.72,5," B,S,C,V,L",3.75,creamy, tobacco, cocoa,,
308,Maglio,Italy,2008,Dominican Republic,Santo Domingo,0.7,5," B,S,C,V,L",3.75,creamy, hay, nutty,,
370,Valrhona,France,2009,Ecuador,Alpaco,0.66,5," B,S,C,V,L",3.75,rich cocoa, hot spice,,,
327,Valrhona,France,2009,Dominican Republic,Tainori,0.64,5," B,S,C,V,L",3.75,cocoa dominates, woodsy,,,
129,Valrhona,France,2007,Venezuela,Chuao 2002 P.,0.65,5," B,S,C,V,L",3.75,sandy, vegetal, cocoa,,
63,Valrhona,France,2006,Blend,"Guanaja, South America",0.7,5," B,S,C,V,L",3.75,subtle, smooth, earthy, long,
32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Dark,0.7,5," B,S,C,V,L",3.75,rustic, cherry, marshmallow,,
516,Pierre Marcolini,Belgium,2010,Cuba,Baracoa,0.78,5," B,S,C,V,L",3.75,chunky, rich and spicy,,,
129,Pierre Marcolini,Belgium,2007,Ecuador,"Los Rios, Puerto Romero, Equateur",0.72,5," B,S,C,V,L",3.75,creamy, cocoa, grassy,,
93,Pierre Marcolini,Belgium,2006,Venezuela,"Ocumare, Puerto Cabello, Venezuela",0.72,5," B,S,C,V,L",3.75,rich cocoa, marshmallow,,,
230,Neuhaus (Callebaut),Belgium,2008,Trinidad,Manickchand Estate,0.67,5," B,S,C,V,L",3.75,complex, intense banana,,,
470,Amano,U.S.A.,2010,Dominican Republic,Dos Rios,0.7,4," B,S,C,V",3.75,orange, cinamon,,,
175,Amano,U.S.A.,2007,Venezuela,Ocumare,0.7,4," B,S,C,V",3.75,spicy, strawberry,,,
2574,Black Mountain,U.S.A.,2021,Dominican Republic,"""Cocoa Nibs"", Hispaniola w/ nibs",0.7,4," B,S,C,L",3.75,bright fruit, crisp nibs, cocoa,,
1395,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa E, 2014",0.75,4," B,S,C,V",3.75,dairy, pudding,,,
1852,K'ul,U.S.A.,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",0.7,4," B,S,C,L",3.75,oranges,,,,
1852,K'ul,U.S.A.,2016,Brazil,"Bahia, Fazenda Camboa",0.7,4," B,S,C,L",3.75,creamy, mild flavors,,,
2454,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"Los Bejucos, Collection 01, Rizek",0.65,4," B,S,C,L",3.75,creamy, distinct, dried fruit,,
2502,Kah Kow,U.S.A.,2020,Dominican Republic,"West Indian, Rizek Historical S.",0.67,4," B,S,C,L",3.75,banana, fall spices, earthy,,
2498,Kah Kow,U.S.A.,2020,Dominican Republic,"Tireo, Rizek Historical Selection, single estate",0.68,4," B,S,C,L",3.75,rich cocoa, dried fruit, roasty,,
2008,Johnny Iuzzini,U.S.A.,2017,Ecuador,"Costa Esmeralda, Batch 30",0.78,4," B,S,C,L",3.75,full bodied, floral,,,
2554,Fruition,U.S.A.,2021,Dominican Republic,"Hispaniola, Dom. Rep. blend, batch 50",0.68,4," B,S,C,V",3.75,dried fruit, cocoa base, fatty,,
2398,Firetree,U.K.,2019,Vanuatu,Malekula Island,0.72,4," B,S,C,L",3.75,cherry, cocoa, creamy,,
1331,Duffy's,U.K.,2014,Nicaragua,"Rico Rugoso, Xoco",0.76,4," B,S,C,L",3.75,black pepper, rich, intense,,
636,Akesson's (Pralus),U.K.,2011,Indonesia,"Bali (west), Sukrama Family, Melaya area",0.75,4," B,S,C,L",3.75,hay, nut, berry,,
523,Cacao Sampaka,Spain,2010,Ecuador,Ecuador,0.71,4," B,S,C,L",3.75,creamy, mild spice, hazelnut,,
1133,Naive,Lithuania,2013,Peru,"Maranon Canyon, Fortunato No. 4",0.78,4," B,S,C,L",3.75,orange, floral, caramel,,
1046,Naive,Lithuania,2013,Blend,Trinidad & Tobago,0.7,4," B,S,C,L",3.75,sandy, floral, spice, roasty,
75,Amedei,Italy,2006,Blend,Toscano Black,0.66,4," B,S,C,V",3.75,red wine, rich cocoa, long,,
1988,Pura Delizia,Italy,2017,Dominican Republic,Dominican,0.65,4," B,S,C,L",3.75,peanut, soy, sunflower,,
979,Amedei,Italy,2012,Peru,"Piura, Blanco de Criollo",0.7,4," B,S,C,V",3.75,creamy, raspberry, nutty,,
123,Amedei,Italy,2007,Venezuela,Venezuela,0.7,4," B,S,C,V",3.75,creamy, fruit, cocoa,,
797,A. Morin,France,2012,Peru,Peru,0.63,4," B,S,C,L",3.75,fruity, melon, roasty,,
263,Debauve & Gallais (Michel Cluizel),France,2008,Venezuela,Venezuela,0.66,4," B,S,C,V",3.75,fatty, rich cocoa, roasty,,
2206,A. Morin,France,2018,Peru,Absolu,0.63,4," B,S,C,L",3.75,sweet, dairy, spice, cocoa,
1876,A. Morin,France,2016,Sao Tome,Agua Grande,0.63,4," B,S,C,L",3.75,sweet, chocolatey, vegetal,,
1319,A. Morin,France,2014,Venezuela,"Puerto Cabello, Criollo",0.7,4," B,S,C,L",3.75,astringent, nutty, chocolatey,,
93,Pralus,France,2006,Ecuador,Fortissima,0.8,4," B,S,C,L",3.75,vegetal, fruit, smoke,,
32,Pralus,France,2006,Jamaica,Jamaique,0.75,4," B,S,C,L",3.75,creamy, spicy,,,
963,Michel Cluizel,France,2012,Mexico,"Chiapas, Mokaya P.",0.66,4," B,S,C,V",3.75,raisins, melon,,,
24,Michel Cluizel,France,2006,Papua New Guinea,Maralumi P.,0.64,4," B,S,C,V",3.75,tropical fruit and mild smoke,,,,
24,Michel Cluizel,France,2006,Madagascar,Mangaro P.,0.65,4," B,S,C,V",3.75,grapefruit, spices,,,
24,Michel Cluizel,France,2006,Dominican Republic,Los Ancones P.,0.67,4," B,S,C,V",3.75,creamy, raisins, licorice,,
1642,Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",0.75,4," B,S,C,L",3.75,creamy, mild honey, floral,,
445,La Maison du Chocolat (Valrhona),France,2009,Blend,Orinoco,0.6,4," B,S,C,L",3.75,cocoa, caramel, sweet,,
1011,A. Morin,France,2013,Ecuador,Equateur,0.7,4," B,S,C,L",3.75,sandy, nutty, cocoa, fig,
170,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Los Rios,0.75,4," B,S,C,L",3.75,vanilla, dark roast, spicy,,
1415,Pacari,Ecuador,2014,Ecuador,Montubia,0.7,4," B,S,C,L",3.75,creamy, green fruit, candied,,
2422,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,"Dominican Nacional, Collection 01",0.68,4," B,S,C,L",3.75,creamy, floral, dried fruit,,
2558,Caofiori,Colombia,2021,Colombia,Meta,0.7,4," B,S,C,L",3.75,cocoa base, fruit, creamy,,
2266,Cacao 70,Canada,2019,Bolivia,Beniano,0.7,4," B,S,C,L",3.75,subtle but refreshing,,,,
572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",0.75,4," B,S,C,L",3.75,roasty, fatty, nutty, coffee,
572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",0.5,4," B,S,C,L",3.75,very sweet, bright red, banana,,
709,El Ceibo,Bolivia,2011,Bolivia,"Alto Beni, Covendo Region",0.75,4," B,S,C,L",3.75,nutty, rich, red berry,,
879,Zotter,Austria,2012,Dominican Republic,Santo Domingo,0.7,4," B,S*,C,Sa",3.75,strawberry, Cadbury egg,,,
875,Zotter,Austria,2012,Dominican Republic,"Loma Los Pinos, Yacao region, D.R.",0.62,4," B,S*,C,Sa",3.75,spice, caramel, toffee, salty,
647,Zotter,Austria,2011,Peru,Peru,0.7,4," B,S*,C,Sa",3.75,creamy, fatty, mild nutty,,
1716,Zokoko,Australia,2016,Solomon Islands,Guadalcanal,0.78,4," B,S,C,L",3.75,smokey, dried fruit, balanced,,
701,Zokoko,Australia,2011,Bolivia,"Tranquilidad, Baures",0.72,4," B,S,C,L",3.75,intense prune and berry,,,,
2648,Belvie,Vietnam,2021,Vietnam,"Ben Tre, batch 70301",0.7,3," B,S,C",3.75,dominate cocoa notes,,,,
1355,Franceschi,Venezuela,2014,Venezuela,"Ocumare, batch 210414",0.7,3," B,S,C",3.75,caramel, dairy,,,
911,Franceschi,Venezuela,2012,Venezuela,Canoabo,0.7,3," B,S,C",3.75,nutty, dried fruit,,,
1275,Ethereal,U.S.A.,2014,Dominican Republic,Dominican Republic,0.8,3," B,S,C",3.75,coarse, mild bitter, raisin,,
2728,Eldora,U.S.A.,2022,Uganda,"Semuliki, 2019 harvest, batch 1575",0.7,3," B,S,C",3.75,simple, mild caramel, choco,,
1736,Creo,U.S.A.,2016,Ecuador,"""heirloom"", Arriba Nacional",0.73,3," B,S,C",3.75,creamy, complex, fruity,,
2306,Christopher Elbow,U.S.A.,2019,Dominican Republic,Oko Caribe,0.72,3," B,S,C",3.75,smooth, spicy, cocoa,,
2226,Christopher Elbow,U.S.A.,2018,Peru,Ucayali,0.75,3," B,S,C",3.75,bold, spice, hit of anise,,
2314,Castronovo,U.S.A.,2019,Mexico,"Xoconusco, criollo, batch 834",0.7,3," B,S,C",3.75,smooth, caramel, dried fruit,,
1570,Castronovo,U.S.A.,2015,Dominican Republic,"Duarte, Batch 360",0.7,3," B,S,C",3.75,med roast, grassy, dried fruit,,
1984,Brasstown aka It's Chocolate,U.S.A.,2017,Ecuador,Manabi,0.75,3," B,S,C",3.75,sandy, floral, honey,,
1868,Brasstown aka It's Chocolate,U.S.A.,2016,Nicaragua,"O'payo, Waslala",0.7,3," B,S,C",3.75,simple, rich cocoa,,,
1462,Brasstown aka It's Chocolate,U.S.A.,2015,Dominican Republic,"Conacado, batch 001515",0.68,3," B,S,C",3.75,complex, brownie, lime, rich,
1255,Brasstown aka It's Chocolate,U.S.A.,2014,Belize,Maya Mountain,0.7,3," B,S,C",3.75,intense, cocoa, complex,,
2194,Brasstown,U.S.A.,2018,Peru,Ucayali,0.7,3," B,S,C",3.75,sweet, rich mocha, acidic,,
911,Blue Bandana,U.S.A.,2012,Madagascar,Madagascar,0.7,3," B,S,C",3.75,gritty, tart red berry,powerful,,
1916,Wm,U.S.A.,2016,Ghana,"Ghana, 2013, batch 129",0.75,3," B,S,C",3.75,strong malt, choco pudding,,,
2768,White Label aka Mutari,U.S.A.,2022,India,"Kerala, K172Testbatch1",0.72,3," B,S,C",3.75,creamy, balanced, cocoa, fruity,
2768,White Label aka Mutari,U.S.A.,2022,Jamaica,"Bachelor's Hall, BHJ72030521040321",0.72,3," B,S,C",3.75,smooth, toffee, nutty, cocoa,
2622,White Label aka Mutari,U.S.A.,2021,Trinidad,"Garcia Estate, 2019 harvest, b. GT722162021820",0.72,3," B,S,C",3.75,complex, mild tobacco, nut, fruit,
1117,Videri,U.S.A.,2013,Blend,"Dark, Central and S. America",0.9,3," B,S,C",3.75,mellow fruit, tart, mild bitter,,
1558,Terroir,U.S.A.,2015,Guatemala,Guatemala,0.7,3," B,S,C",3.75,walnuts, cocoa, easy melt,,
2634,sweet beans,U.S.A.,2021,Trinidad,Trinidad,0.8,3," B,S,C",3.75,herbal, tea, dried fruit,,
1932,Spencer,U.S.A.,2017,Dominican Republic,Dominican Republic,0.7,3," B,S,C",3.75,sandy, robust, grapes, malt,
1868,Batch,U.S.A.,2016,Brazil,Brazil,0.7,3," B,S,C",3.75,strawberry, candy flavor,,,
2008,Ritual,U.S.A.,2017,Mexico,Xoconusco,0.75,3," B,S,C",3.75,smooth, coffee, rich cocoa,,
2158,Raphio,U.S.A.,2018,Peru,"El Gran Sapasoa, batch IP7487",0.72,3," B,S,C",3.75,dominant spice,,,,
2158,Raphio,U.S.A.,2018,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",0.72,3," B,S,C",3.75,creamy, complex, maple,,
636,Patric,U.S.A.,2011,Blend,Signature Blend,0.7,3," B,S,C",3.75,smooth, red berry, cocoa,,
1780,Askinosie,U.S.A.,2016,Tanzania,Mababa,0.68,3," B,S,C",3.75,creamy, rich, blueberry,,
1490,Middlebury,U.S.A.,2015,Venezuela,"Patanemo, Epoch, Donaldo",0.75,3," B,S,C",3.75,nutty, grassy, woody,,
1490,Middlebury,U.S.A.,2015,Dominican Republic,Oko Caribe,0.75,3," B,S,C",3.75,spicy, rich, mint,,
1522,Manoa,U.S.A.,2015,Costa Rica,Coto Brus,0.72,3," B,S,C",3.75,dried fruit, balanced, cocoa,,
1089,Manoa,U.S.A.,2013,U.S.A.,"O'ahu Island, Waiahole, b. 182",0.72,3," B,S,C",3.75,orange, cocoa,,,
821,Mana,U.S.A.,2012,Dominican Republic,Conacado,0.74,3," B,S,C",3.75,berry, nutty, sour,,
2562,Letterpress,U.S.A.,2021,U.S.A.,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",0.7,3," B,S,C",3.75,home baked banana nut bread,,,,
2122,Letterpress,U.S.A.,2018,Ghana,Ashanti,0.7,3," B,S,C",3.75,brownie,,,,
1972,Landmark (Amano),U.S.A.,2017,Bolivia,"Tranquilidad, Itinez Province",0.74,3," B,S,C",3.75,well balanced, melon,,,
1904,Arete,U.S.A.,2016,Nicaragua,Rugoso,0.7,3," B,S,C",3.75,muddy, rich cocoa, raspberry,,
1133,Kerchner,U.S.A.,2013,Dominican Republic,"La Red, Project Reserva, Guaconejo",0.7,3," B,S,C",3.75,fatty, dark berry, grassy,,
2498,Kah Kow,U.S.A.,2020,Dominican Republic,"La Magdalena, Rizek Historical S., single estate",0.7,3," B,S,C",3.75,light color, nutty, caramel,,
1744,Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,Bolivia,"Alto Beni, Upper Rio Beni, 2015",0.68,3," B,S,C",3.75,creamy, mild nutty & woody,,,
1243,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,U.S.A.,"O'ahu Island, Maunawili, Agri Research C., 2014",0.67,3," B,S,C",3.75,spicy, intense, fades fast,,
1243,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2014",0.67,3," B,S,C",3.75,nutty, butterscotch,,,
2602,Goodnow Farms,U.S.A.,2021,Ecuador,"Costa Esmeraldas, Salazar Farm",0.7,3," B,S,C",3.75,banana, cocoa, late floral,,
2664,Fruition,U.S.A.,2021,Peru,"Ucayali, batch 1",0.72,3," B,S,C",3.75,black licorice, tangy,,,
1347,Fruition,U.S.A.,2014,Trinidad,Gran Couva,0.7,3," B,S,C",3.75,delicate, hebs, choco,,
1046,Fruition,U.S.A.,2013,Dominican Republic,La Red,0.7,3," B,S,C",3.75,dried fruit, intense,,,
2644,Fresco,U.S.A.,2021,Nicaragua,"O'Payo Profundo, Waslala, DR-LC, #271, b. 21-433",0.7,3," B,S,C",3.75,rich chocolate, late spice notes,,,
2024,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, MR, LC, batch 17-189",0.7,3," B,S,C",3.75,long lasting, fruit, spicy,,
1117,Fresco,U.S.A.,2013,Peru,"San Martin, Bellavista Coop, #226, DR, MC",0.7,3," B,S,C",3.75,cocoa and fresh grapes,,,,
1081,Fresco,U.S.A.,2013,Dominican Republic,"Conacado, #224, MR, MC, batch 13-061",0.72,3," B,S,C",3.75,blackberries, caramel, roasty,,
2454,5150,U.S.A.,2019,Madagascar,"Bejofo Estate, batch 1",0.76,3," B,S,C",3.75,cocoa, blackberry, full body,,
923,Duffy's,U.K.,2012,Venezuela,Ocumare,0.72,3," B,S,C",3.75,creamy, nutty,,,
623,Duffy's,U.K.,2011,Honduras,"Indio Rojo, Xoco",0.72,3," B,S,C",3.75,dried fruit, grapes, sour,,
523,Duffy's,U.K.,2010,Peru,Star of Peru,0.7,3," B,S,C",3.75,dark forest berry, spice,,,
516,Duffy's,U.K.,2010,Ecuador,"Corazon del Ecuador, Calceta beans",0.72,3," B,S,C",3.75,rich cocoa, fruity, strong floral,,
593,Willie's Cacao,U.K.,2010,Indonesia,Java,0.69,3," B,S,C",3.75,smokey, fruity, sour,,
947,Artisan du Chocolat,U.K.,2012,Colombia,"Colombia, Casa Luker",0.72,3," B,S,C",3.75,marshmallow, roasty, nutty,,
531,Artisan du Chocolat,U.K.,2010,Jamaica,Jamaica,0.72,3," B,S,C",3.75,grassy, black licorice, mint,,
300,Artisan du Chocolat,U.K.,2008,Congo,Congo,0.72,3," B,S,C",3.75,spicy, minty, vegetal,,
2370,Mirzam,U.A.E.,2019,Tanzania,Kokoa Kamili,0.72,3," B,S,C",3.75,complex, fruit, nut, rich,
2218,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,0.7,3," B,S,C",3.75,brownie,,,,
733,Original Beans (Felchlin),Switzerland,2011,Bolivia,"Alto Beni, Wild Harvest, Itenez R. 24hr c.",0.66,3," B,S,C",3.75,creamy, melon, subtle,,
1085,Idilio (Felchlin),Switzerland,2013,Venezuela,"Chuao, (Choroni, Ven.)",0.72,3," B,S,C",3.75,fatty, rich, berry notes,,
733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",0.72,3," B,S,C",3.75,creamy, nutty, cocoa,,
725,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",0.72,3," B,S,C",3.75,creamy, roasted nuts, fatty,,
725,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,0.72,3," B,S,C",3.75,creamy, cocoa, lemon,,
2210,Utopick,Spain,2018,Nicaragua,Nugo,0.7,3," B,S,C",3.75,roasty cocoa,,,,
1968,Utopick,Spain,2017,Colombia,"Sierra Nevada, Tutu Iku",0.7,3," B,S,C",3.75,spice, melon, nutty,,
1582,Chocolate Tree,Scotland,2015,Peru,Maranon,0.69,3," B,S,C",3.75,floral, orange, cocoa,,
1558,Ocelot,Scotland,2015,Congo,Virunga,0.7,3," B,S,C",3.75,melon, earthy, tobacco,,
227,Claudio Corallo,Sao Tome & Principe,2008,Blend,"Terreiro Velho P., Sao Tome & Principe",0.75,3," B,S,C",3.75,dry, sandy, cocoa, coffee,
1844,Manufaktura Czekolady,Poland,2016,Nicaragua,Johe,0.7,3," B,S,C",3.75,basic, balanced, deep cocoa,,
1263,Captain Pembleton,New Zealand,2014,Papua New Guinea,Kulili Estate,0.7,3," B,S,C",3.75,tart, malt, mild smoke,,
1530,Chocolate Makers,Netherlands,2015,Peru,"Peru, Awagum bar",0.8,3," B,S,C",3.75,nuts, coffee, peanut butter,,
1816,Omnom,Iceland,2016,Tanzania,"Kakao Kamili, Kilombero Valley",0.7,3," B,S,C",3.75,sweet, dried fruit, gateway,,
1704,Szanto Tibor,Hungary,2015,Ecuador,"Winak, Sumaco",0.7,3," B,S,C",3.75,coarse, spicy cinnamon,,,
1263,Szanto Tibor,Hungary,2014,Cuba,Baracoa,0.7,3," B,S,C",3.75,sandy, banana,,,
939,Szanto Tibor,Hungary,2012,Peru,"Ayacucho, ""El Guinacho""",0.7,3," B,S,C",3.75,sweet, spicy,,,
2672,Rozsavolgyi,Hungary,2021,Peru,"Piura, Norandino, Gran Blanco Nativo, b. PB4704",0.72,3," B,S,C",3.75,blackberry, mild floral,,,
2004,Rozsavolgyi,Hungary,2017,Venezuela,Chuao,0.73,3," B,S,C",3.75,nuts, chocolate, mellow,,
1984,Coppeneur,Germany,2017,Ghana,Ghana,0.75,3," B,S,C",3.75,oily, rich cocoa, nutty,,
821,Coppeneur,Germany,2012,Blend,"Uba Budo, Sao Tome & Principe",0.72,3," B,S,C",3.75,creamy, nutty, cocoa,,
451,Coppeneur,Germany,2009,Venezuela,Chuao 70hr,0.7,3," B,S,C",3.75,dark berry, winey,,,
1836,Timo A. Meyer,Germany,2016,Belize,"Belize, med roast",0.72,3," B,S,C",3.75,bright fruit, cashew,,,
2142,Oialla by Bojessen (Malmo),Germany,2018,Brazil,Beniano,0.78,3," B,S,C",3.75,creamy, cherry, acidic,,
2712,A. Morin,France,2022,Indonesia,"Java, Arjuna",0.7,3," B,S,C",3.75,smoke dominates, hint of fruit,,,
2554,Bonnat,France,2021,Nicaragua,"El Castillero, Indio Maiz",0.75,3," B,S,C",3.75,bold, woody, nut, roasty, creamy
1418,Bonnat,France,2014,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",0.65,3," B,S,C",3.75,complex, brownie,mint, spice,
629,Bonnat,France,2011,Brazil,Libanio,0.75,3," B,S,C",3.75,chunky, very grassy, mild mint,,
75,Bonnat,France,2006,Madagascar,Madagascar,0.75,3," B,S,C",3.75,mellow, tart, coffee,,
32,Bonnat,France,2006,Venezuela,"Ocumare, Puerto Cabello",0.75,3," B,S,C",3.75,sandy, creamy, berry,,
24,Bonnat,France,2006,Blend,"Carribean, Trinite",0.75,3," B,S,C",3.75,spice, woodsy, long lasting,,
2398,Nikoa,Ecuador,2019,Ecuador,"Los Rios, Dec. 2018 H., Batch 2",0.72,3," B,S,C",3.75,floral, cocoa, creamy,,
923,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Rugoso, Xoco",0.7,3," B,S,C",3.75,oily, gritty, savory,,
2720,Friis Holm,Denmark,2022,Madagascar,"Bejofo, Akesson, fast dry",0.64,3," B,S,C",3.75,caramel, cocoa, fruit,,
2130,Friis Holm,Denmark,2018,Nicaragua,Nicaliso,0.7,3," B,S,C",3.75,black pepper,high astringency,,,
2126,Friis Holm,Denmark,2018,Nicaragua,Medagla,0.7,3," B,S,C",3.75,cocoa, savory,,,
2122,Friis Holm,Denmark,2018,Nicaragua,Johe,0.7,3," B,S,C",3.75,strong cocoa, orange citrus,,,
1956,Friis Holm,Denmark,2017,Nicaragua,Barba,0.7,3," B,S,C",3.75,creamy, black pepper, nut,,
1816,Cacao Hunters,Colombia,2016,Colombia,Perla Negra,0.74,3," B,S,C",3.75,mild cocoa, astringent,,,
1816,Cacao Hunters,Colombia,2016,Colombia,Macondo,0.71,3," B,S,C",3.75,distinct, short, dried fruit,,
1662,Cacao Hunters,Colombia,2015,Colombia,Arhuacos,0.72,3," B,S,C",3.75,rich, nutty, acidic,,
1343,East Van Roasters,Canada,2014,Dominican Republic,"Dominican Republic, batch DR113",0.7,3," B,S,C",3.75,spicy, cocoa,,,
1828,Soma,Canada,2016,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0",0.75,3," B,S,C",3.75,banana, nutty,,,
1828,Soma,Canada,2016,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",0.7,3," B,S,C",3.75,evolves black pepper to citrus,,,,
1307,Soma,Canada,2014,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1",0.7,3," B,S,C",3.75,creamy, smokey, rich cocoa,,
1259,Soma,Canada,2014,Peru,Maranon Canyon,0.7,3," B,S,C",3.75,creamy, sour orange,,,
1077,Soma,Canada,2013,Venezuela,Patanemo,0.7,3," B,S,C",3.75,nutty, chocolate ice cream,,,
1073,Soma,Canada,2013,Trinidad,Sangre Grande P.,0.7,3," B,S,C",3.75,creamy, brownie mix, roasty,,
1019,Soma,Canada,2013,Dominican Republic,"Rizek Cacao, batch DR 12",0.77,3," B,S,C",3.75,smoke, burnt caramel, citrus,,
951,Soma,Canada,2012,Venezuela,"Carenero Superior, batch CS2",0.7,3," B,S,C",3.75,intense, rich burnt caramel,,,
833,Soma,Canada,2012,U.S.A.,O'ahu Island,0.7,3," B,S,C",3.75,cranberries, cocoa,,,
682,Soma,Canada,2011,Dominican Republic,"Elvesia P., Black Science",0.7,3," B,S,C",3.75,dried fruit, tart,,,
607,Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",0.7,3," B,S,C",3.75,complex, nut, dried fruit, earth,
387,Soma,Canada,2009,Venezuela,Ocumare,0.7,3," B,S,C",3.75,black tea,,,,
387,Soma,Canada,2009,Madagascar,Madagascar,0.7,3," B,S,C",3.75,subtle red berry, complex,,,
1343,Sirene,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",0.73,3," B,S,C",3.75,intense, rich, burnt, licorice,
1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",0.73,3," B,S,C",3.75,intense fruity, mild sour,,,
1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",0.67,3," B,S,C",3.75,tart, sweet edge,,,
2594,Qantu,Canada,2021,Peru,"Chaska, Junin, lot 425",0.7,3," B,S,C",3.75,bold, fig w/ floral undertone,,,
2426,Qantu,Canada,2019,Peru,"Chunchu, Ayacucho, lot 208",0.7,3," B,S,C",3.75,bold, nutty, floral, wine,
1311,Hummingbird,Canada,2014,Dominican Republic,"Hispaniola, batch 73",0.7,3," B,S,C",3.75,raisins, rich choco,,,
1097,Hummingbird,Canada,2013,Venezuela,"Amazonas, batch 14",0.7,3," B,S,C",3.75,nutty, coffee, rich,,
